companyLabel,executiveLabel,universityLabel,degreeLabel
Condé Nast,Steven Florio,New York University,
Informa Middle East,"Stephen Carter, Baron Carter of Barnes",Harvard University,
US Foods Holding Corp.,Dave Flitman,Purdue University,
Aquarelle.com Group,Henri de Maublanc,Oakham School,
Sea Ltd,Forrest Li,Stanford University,
Random House,Núria Cabutí,Autonomous University of Barcelona,
Cerence Inc.,Brian Krzanich,Lynbrook High School,
Cerence Inc.,Stefan Ortmanns,RWTH Aachen University,
Random House,Núria Cabutí,IESE Business School,
WiseTech Global Limited,Richard White,University of Technology Sydney,
Sea Ltd,Forrest Li,Stanford Graduate School of Business,
Peace Now,Shaqued Morag,Hebrew University of Jerusalem,
Huli,Alejandro Vega,The Wharton School,
Cerence Inc.,Brian Krzanich,San Jose State University,
Informa Middle East,"Stephen Carter, Baron Carter of Barnes",University of Aberdeen,
Zelta Ābele,Miķelis Goppers,Riga State Gymnasium No.1,
Zelta Ābele,Miķelis Goppers,University of Latvia,
Condé Nast,Steven Florio,Stern School of Business,
JKN Global Group,Jakkaphong Jakrajutatip,Assumption College,
Informa Middle East,"Stephen Carter, Baron Carter of Barnes",Harvard Business School,
LuxTram,André von der Marck,École nationale supérieure d'architecture de Strasbourg,
Informa Middle East,"Stephen Carter, Baron Carter of Barnes",Currie High School,
Pinterest Inc.,Ben Silbermann,Theodore Roosevelt High School,
Sea Ltd,Forrest Li,Shanghai Jiao Tong University,
Peace Now,Shaqued Morag,Ami Asaf School,
Pinterest Inc.,Ben Silbermann,Yale College,
Gruner + Jahr,Q1711862,Harvard University,Master of Philosophy
Axios,Jim VandeHei,Lourdes High School,
JKN Global Group,Jakkaphong Jakrajutatip,Chulalongkorn University,
Ally Energy,Katie Mehnert,Louisiana State University,
Axios,Jim VandeHei,University of Wisconsin–Oshkosh,
TECOM Group,Amina Al Rustamani,George Washington University,
Pinterest Inc.,Ben Silbermann,Morse College,
Aktieselskabet af 1.8.2007,Anders Holch Povlsen,Berlin School of Economics and Law,
Hawaii Gas,Alicia Moy,INSEAD,
Smart Shooter,Michal Mor,Technion – Israel Institute of Technology,
Aktieselskabet af 1.8.2007,Anders Holch Povlsen,Anglia Ruskin University,
JKN Global Group,Jakkaphong Jakrajutatip,Bond University,
"Ascensus, Inc.",David Musto,Stern School of Business,master's degree
DiDi Global,Cheng Wei,Beijing University of Chemical Technology,
Donnerwetter.de GmbH,Karsten Brandt,FernUniversität in Hagen,doctorate
Sophia Genetics,Jurgi Camblong,University of Geneva,
Maggie Beer Holdings,Laura McBain,University of New South Wales,
InfoBeans Technologies Limited,Siddharth Sethi,Shri Govindram Seksaria Institute of Technology and Science,
Ally Energy,Katie Mehnert,Jesse H. Jones Graduate School of Business,
Sophia Genetics,Jurgi Camblong,University of Bordeaux,
Q25426466,Inge Røinaas Gran,Norwegian Institute of Technology,Doctor of Engineering
RTX,Greg Hayes,Purdue University,
Donnerwetter.de GmbH,Karsten Brandt,University of Duisburg-Essen,doctorate
Aquarelle.com Group,Henri de Maublanc,École Nationale des Ponts et Chaussées,
Aquarelle.com Group,François de Maublanc,Sciences Po,
Editorial La Galera,Iolanda Batallé,University of Barcelona,licentiate
Centro Cultural Hispano-Guineano,Jesucristo Riquelme Pomares,Autonomous University of Madrid,
BePositive,Ljiljana Premović,University of Montenegro,
Coneda UG,Moritz Schepp,RWTH Aachen University,
Shell U.K.,Bob Reid,University of St Andrews,
SoCloz,Jérémie Herscovic,ESCP Business School,
Yahoo Inc.,K. Guru Gowrappan,Tuck School of Business,
Shell U.K.,Bob Reid,European Business School London,
Optum,Stephen J. Hemsley,Fordham University,
Editorial La Galera,Iolanda Batallé,University of Southampton,licentiate
Svenska Lantmännens Riksförbund,Lars-Olof Larsson,Agricultural University College,
Yahoo Inc.,K. Guru Gowrappan,University of Madras,
Q28673882,Henryk Orfinger,Warsaw University of Technology,
No Isolation,Karen Dolva,University of Oslo,
Willett Advisors,Steven Rattner,Brown University,
LessIsMore bvba,Carl Rochlitz,Royal Military Academy,
LessIsMore bvba,Carl Rochlitz,University of Antwerp,
A/S Information,Stine Carsten Kendal,University of Copenhagen,cand.scient.pol.
editorial Fédérop,Bernat Lesfargues,University of Paris,
Yahoo Inc.,K. Guru Gowrappan,University of Southern California,
ARGO-RISK,Dmitry Kuzmin,Moscow Pedagogical State University,candidate of philology
Shell U.K.,Bob Reid,Bell Baxter High School,
Centro Cultural Hispano-Guineano,Germán de Granda,University of Madrid,Doctor
Optum,Stephen J. Hemsley,Gabelli School of Business,
A Contra Vent Editors,Quim Torra,Centre educatiu privat Jesuïtes Sarrià - Sant Ignasi,
Sifriat Po'alim,Uzi Shavit,Tel Aviv University,
Shell U.K.,Bob Reid,Regent's University London,
Optum,Andrew Witty,University of Nottingham,
Centro Cultural Hispano-Guineano,Q135574441,Complutense University of Madrid,
Zangak,Q20507506,Armenian State Pedagogical University,
LessIsMore bvba,Carl Rochlitz,Vrije Universiteit Brussel,
A/S Information,Stine Carsten Kendal,University of Vienna,cand.scient.pol.
Kedrion,Andrea Marcucci,University of Pisa,
Aksia,Q37865466,University of Pennsylvania,
Northvolt,Peter Carlsson,Luleå University of Technology,
ISCA Technologies (United States),Agenor Mafra-Neto,Iowa State University,
Editorial La Galera,Iolanda Batallé,ESADE,licentiate
"LeFrak Organization, Inc.",Richard LeFrak,Columbia University,
OKO Group,Vlad Doronin,Lomonosov Moscow State University,
Future Pipe Industries,Fouad Makhzoumi,University of Michigan,
ISCA Technologies (United States),Agenor Mafra-Neto,University of Massachusetts Amherst,
A Contra Vent Editors,Quim Torra,Autonomous University of Barcelona,
"LeFrak Organization, Inc.",Richard LeFrak,Columbia Law School,
Future Pipe Industries,Fouad Makhzoumi,Michigan Technological University,
IBM Germany,Martin Jetter,University of Stuttgart,
Solid Angle S.L.,Marcos Fajardo,Universidad de Málaga,
Scandiweb,Antons Sapriko,Stockholm School of Economics in Riga,
Nel,Jon André Løkke,University of Southampton,
Mezocliq,Vikas Kapoor,Harvard University,
Tempográfica,Rui Baltazar,University of Coimbra,
Sycamore Entertainment Group (United States),Edward Sylvan,York University,
Masergy Communications,Christopher MacFarland,University of Texas at Arlington,
Editorial La Galera,Iolanda Batallé,Aula Escola Europea,licentiate
GoldenTree Asset Management,Kathy Sutherland,University of Virginia,
"LeFrak Organization, Inc.",Richard LeFrak,Amherst College,
The Cameroon Press and Publishing Company,Florent Etoga Eily,General-Leclerc High School,
Tempográfica,Mia Couto,Eduardo Mondlane University,
Ediciones Trea,Álvaro Díaz Huici,University of Oviedo,
A/S Information,Stine Carsten Kendal,Danish School of Journalism,cand.scient.pol.
"LeFrak Organization, Inc.",Richard LeFrak,Lawrence Woodmere Academy,
The One Enterprise,Takonkiet Viravan,Boston University,
Noticias Taldea-Grupo Noticias,Juan José Baños Loinaz,Faculty of Communication Sciences,
Nel,Jon André Løkke,University of Glasgow,
Hakibbutz Hameuchad - Sifriat Poalim Publishing Group,Uzi Shavit,Tel Aviv University,
Mezocliq,Vikas Kapoor,Princeton University,
COMPACT-Magazin GmbH,Jürgen Elsässer,University of Freiburg,
Ediciones Trea,Álvaro Díaz Huici,Colegio de la Inmaculada,
Celebrity Press,Nick Nanton,Lake Mary High School,
Päijänne Media,Pekka Mervola,University of Jyväskylä,
The Cameroon Press and Publishing Company,Florent Etoga Eily,University of Paris,
DAZN,Shay Segev,Kellogg School of Management,
X Therma,Xiaoxi Wei,University at Buffalo,
Mezocliq,Vikas Kapoor,Harvard Business School,
HT Laser,Q137293827,University of Jyväskylä,
Skeleton Technologies,Taavi Madiberk,University of Tartu,
ARGO-RISK,Dmitry Kuzmin,Lomonosov Moscow State University,candidate of philology
Qanun,Shahbaz Khuduoghlu,Baku State University,
Skeleton Technologies,Taavi Madiberk,Tallinn Secondary School of Science,
DAZN,Shay Segev,Tel Aviv University,
Duck Duck Go,Gabriel Weinberg,Massachusetts Institute of Technology,
MasterClass,David Rogier,Stanford University,
AIC Androsch International Management Consulting GmbH,Hannes Androsch,Vienna University of Economics and Business,
Hanson Robotics,David Hanson,Rhode Island School of Design,
BWI GmbH,Frank Leidenberger,Führungsakademie der Bundeswehr,
"Altaeros Energies, Inc.",Ben Glass,Massachusetts Institute of Technology,
Q122365287,Stephan Dörner,University of Düsseldorf,
Mashreq,Ahmed Abdelaal,London Business School,
HomeLight,Andrew Uher,Texas A&M University,
HomeLight,Andrew Uher,Stanford University,
Hanson Robotics,David Hanson,University of North Texas,
MasterClass,David Rogier,Stanford Graduate School of Business,
Redondo & Asociados Public Affairs Firm,Iván Redondo,University of Deusto,
MasterClass,David Rogier,UCLA Extension,
Vetreria Corvaya e Bazzi,Carlo Bazzi,Brera Academy,
Stay Inspired Capital,Eric Stanley,Virginia Commonwealth University,
Paterson Consulting Inc.,Wesley Paterson,University of Lethbridge,
Redondo & Asociados Public Affairs Firm,Iván Redondo,Complutense University of Madrid,
Mashreq,Ahmed Abdelaal,Harvard Business School,
Spatial Bytes,Samapriya Roy,http://www.wikidata.org/.well-known/genid/a3d48def5e881690934ffd5abdae56f6,
Chesapeake Financial Planners,Jeff Judge,Goucher College,
Varela Insights,Irving Varela,Universidad Autónoma Nuevo León,licentiate
Varela Insights,Irving Varela,Universidad Autónoma Nuevo León,master's degree
Chesapeake Financial Planners,Jeff Judge,The American College of Financial Services,
Qonto,Alexandre Prot,INSEAD,
Varela Insights,Irving Varela,Universidad Autónoma Nuevo León,Doctor of Philosophy
MasterClass,David Rogier,Washington University in St. Louis,
Chesapeake Financial Planners,Mark Rossbach,University of Baltimore,
Brain Traffic,Kristina Halvorson,St. Olaf College,
Hamilton Technologies,Margaret Hamilton,Earlham College,
Wavestone,Pascal Imbert,École polytechnique,
Q122365287,Stefan Maurer,University of Vienna,
The Curious AI Company,Harri Valpola,Helsinki University of Technology,
Hamilton Technologies,Margaret Hamilton,"University of Michigan College of Literature, Science, and the Arts",
Qonto,Alexandre Prot,HEC Paris,
Software Pricing Partners,Chris Mele,Miami University,
Beyond Investing,Claire Smith,Imperial College London,
FinanceGPT,Phiwa Nkambule,Cefups Academy,
FinanceGPT,Phiwa Nkambule,University of Pretoria,
Axiom Space,Michael Suffredini,University of Texas at Austin,
Skift,Rafat Ali,Indiana University,
Skift,Rafat Ali,Indiana University Bloomington,
FinanceGPT,Phiwa Nkambule,CFA Institute,
AN Holdings Co.,Nick Barua,Yale University,
Convios GmbH,Oliver Gausmann,University of Augsburg,
AN Holdings Co.,Nick Barua,Eton College,
Skift,Rafat Ali,Aligarh Muslim University,
Hanson Robotics,David Hanson,University of Texas at Dallas,
Mashreq,Ahmed Abdelaal,Cairo University,
Hagström Consulting AB,Björn Hagström,Hawaii Pacific University,
Hagström Consulting AB,Björn Hagström,Örebro University,
TabTrade,Benjamin Boulter,Queensland University of Technology,
Blankline,Santosh Arron,SRM Institute of Science and Technology,
Affirm,Max Levchin,Stephen Tyng Mather High School,
F International,Steve Shirley,Sir John Cass College,
Good American,Emma Grede,London College of Fashion,
Space Biosphere Ventures,Steve Bannon,Harvard Business School,
Ampere Computing,Renée James,University of Oregon College of Arts and Sciences,
Ampere Computing,Renée James,Charles H. Lundquist College of Business,
Global Market Insite,Rob Monster,Cornell University,
Holywater Tech,Bogdan Nesvit,University College London,
Q64877812,Aliaksandar Dubanievič,Architectural Faculty of Belarusian National Technical University,
Lee Company,Bill Lee,Auburn University,
Holywater Tech,Bogdan Nesvit,University of Oxford,
Space Biosphere Ventures,Steve Bannon,Virginia Tech,
Space Biosphere Ventures,Steve Bannon,Virginia Tech College of Architecture and Urban Studies,
Netlify,Mathias Biilmann,University of Copenhagen,
Tuio Payments Inc.,Lelian Girard,Rotman School of Management,Master of Business Administration
MyPurpleFolder,Kelli Thomas-Drake,"University of California, Berkeley",
Q112623524,Julie Chapon,EDHEC Business School,master's degree
LabMinds,Ville Lehtonen,University of Oxford,
Holywater Tech,Anatolii Kasianov,International Baccalaureate Organization,
Lee Company,Bill Lee,Franklin High School,
"LBRY, Inc.",Jeremy Kauffman,Rensselaer Polytechnic Institute,
Vicilook,Dickson Cliff Okechukwu,University of Nigeria,
DISRUPTIVNE,Robert Durec,University of Žilina,
Asti Leku S. Coop.,Txus Bilbao,University of Deusto,
XEROTECH AI,Noman Shah,Saïd Business School,Master of Science
"The Rubber Plantations Company ""Amsterdam"" Ltd.",Otto Ferdinand Muller von Czernicki,Wageningen University & Research,
Verbosec,Randall Newman,Sheffield Hallam University,Bachelor of Arts (Honours)
DISRUPTIVNE,Robert Durec,Linköping University,
Product.ai,Michael Quoc,"University of California, Berkeley",
Kupiano Investment Group,Tomáš Hrdlička,University of Finance and Administration,
Epik,Rob Monster,Cornell University,
Scale AI,Alexandr Wang,Massachusetts Institute of Technology,
BenevolentAI,Joanna Shields,George Washington University,
CultureTech,Richard O'Leary,Harvard University,
LabMinds,Ville Lehtonen,Aalto University,
Warp,Daniel Sokolovsky,"University of California, Berkeley",
BenevolentAI,Joanna Shields,Pennsylvania State University,
Haven,Atul Gawande,Stanford University,
Neinor Homes,Borja García-Egotxeaga,University of Deusto,
Rise Science,Jeff Kahn,Northwestern University,
"PR Machine Works, Inc.",Mark Romanchuk,Vanderbilt University,
Q-CTRL,Michael J. Biercuk,Harvard University,
YIDO,Junghun Choi,Massachusetts Institute of Technology,
Haven,Atul Gawande,Athens High School,
Q112623524,François Martin,École centrale d'électronique (ECE),
YIDO,Junghun Choi,Kellogg School of Management,
Scale AI,Alexandr Wang,Los Alamos High School,
Chenavari Investment Managers,Loïc Féry,HEC Paris,
HotelOnline,Endre Opdal,BI Norwegian Business School,
GuestReady,Alexander Limpert,London School of Economics and Political Science,
Blockpliance,Guillermo Fernandes,Bentley University,
Space Biosphere Ventures,Steve Bannon,Harvard University,
beehiiv Inc.,Tyler Denk,University of Maryland,
XEROTECH AI,Noman Shah,Harvard Business School,Master of Science
Q-CTRL,Michael J. Biercuk,University of Pennsylvania,
Haven,Atul Gawande,Harvard Medical School,
Q112623524,Julie Chapon,Universidad del Pacifico,master's degree
Space Biosphere Ventures,Steve Bannon,Benedictine High School,
Haven,Atul Gawande,Harvard T.H. Chan School of Public Health,
Anthropic,Dario Amodei,Princeton University,
Q136408628,Younoussa Sanfo,Conservatoire national des Arts et Métiers,
Q61081950,Anders Kiær,Norwegian College of Agriculture,
Haven,Atul Gawande,Balliol College,
Space Biosphere Ventures,Steve Bannon,Walsh School of Foreign Service,
Chenavari Investment Managers,Loïc Féry,lycée du Parc,
Affirm,Max Levchin,University of Illinois Urbana-Champaign,
Ampere Computing,Renée James,University of Oregon,
GuestReady,Alexander Limpert,University of St. Gallen,
GuestReady,Alexander Limpert,National Chengchi University,
YIDO,Junghun Choi,HKUST Business School,
Nordmann GmbH & Co. KG,Klaus Nordmann,Apostelgymnasium,Diploma of Engineering
Visit Africa,Paul Okello,Aptech Ltd,
Viome,Naveen Jain,Indian Institute of Technology Roorkee,
Virta Health,Sami Inkinen,Stanford University,
QuizKnock,Takushi Izawa,Q11514852,
Q97061503,Renzo Rosso,Ca' Foscari University of Venice,
SmartGuide,Jan Doležal,Harvard University,
Paloma Partners,Donald Sussman,Stern School of Business,
Cazoo,Alex Chesterman,University College London,
Liberty Ostrava Limited,Sanjeev Gupta,Trinity College,
Virta Health,Sami Inkinen,Helsinki University of Technology,
Olympusat,Tom Mohler,Wright State University,
Q97363614,Einar W. Sissener,Massachusetts Institute of Technology,Master of Science in Engineering
J&T Express,Robin Lo,UOW Malaysia KDU,
BUA Cement,Yusuf Haliru Binji,Ahmadu Bello University,
